a,b,c,d,result
1,137,55,79,4
1,151,55,79,18
1,165,55,79,32
1,170,55,79,37
1,171,55,79,38
1,185,55,79,52
1,186,55,79,53
1,249,55,138,57
1,249,55,157,38
1,249,55,79,116
1,249,55,153,42
1,249,138,79,33
1,249,157,79,14
1,249,79,153,18
1,284,55,138,92
1,284,55,157,73
1,284,55,79,151
1,284,55,153,77
1,284,138,79,68
1,284,157,79,49
1,284,79,153,53
1,304,55,138,112
1,304,55,243,7
1,304,55,157,93
1,304,55,79,171
1,304,55,153,97
1,304,138,157,10
1,304,138,79,88
1,304,138,153,14
1,304,157,79,69
1,304,79,153,73
1,306,55,138,114
1,306,55,243,9
1,306,55,157,95
1,306,55,79,173
1,306,55,153,99
1,306,138,157,12
1,306,138,79,90
1,306,138,153,16
1,306,157,79,71
1,306,79,153,75
1,315,55,138,123
1,315,55,243,18
1,315,55,255,6
1,315,55,157,104
1,315,55,79,182
1,315,55,153,108
1,315,138,157,21
1,315,138,79,99
1,315,138,153,25
1,315,157,79,80
1,315,157,153,6
1,315,79,153,84
1,329,55,138,137
1,329,55,243,32
1,329,55,255,20
1,329,55,157,118
1,329,55,79,196
1,329,55,153,122
1,329,138,157,35
1,329,138,79,113
1,329,138,153,39
1,329,243,79,8
1,329,157,79,94
1,329,157,153,20
1,329,79,153,98
1,330,55,138,138
1,330,55,243,33
1,330,55,255,21
1,330,55,157,119
1,330,55,79,197
1,330,55,153,123
1,330,138,157,36
1,330,138,79,114
1,330,138,153,40
1,330,243,79,9
1,330,157,79,95
1,330,157,153,21
1,330,79,153,99
1,358,55,138,166
1,358,55,243,61
1,358,55,255,49
1,358,55,157,147
1,358,55,79,225
1,358,55,153,151
1,358,138,157,64
1,358,138,79,142
1,358,138,153,68
1,358,243,79,37
1,358,255,79,25
1,358,157,79,123
1,358,157,153,49
1,358,79,153,127
1,359,55,138,167
1,359,55,243,62
1,359,55,304,1
1,359,55,255,50
1,359,55,157,148
1,359,55,79,226
1,359,55,153,152
1,359,138,157,65
1,359,138,79,143
1,359,138,153,69
1,359,243,79,38
1,359,255,79,26
1,359,157,79,124
1,359,157,153,50
1,359,79,153,128
1,365,55,138,173
1,365,55,243,68
1,365,55,304,7
1,365,55,255,56
1,365,55,157,154
1,365,55,79,232
1,365,55,153,158
1,365,138,157,71
1,365,138,79,149
1,365,138,153,75
1,365,243,79,44
1,365,255,79,32
1,365,157,79,130
1,365,157,153,56
1,365,79,153,134
1,243,157,79,8
1,243,79,153,12
1,304,157,79,69
1,304,79,153,73
1,255,157,79,20
1,255,79,153,24
1,351,157,79,116
1,351,157,153,42
1,351,79,153,120
18,125,55,79,9
18,129,55,79,13
18,137,55,79,21
18,151,55,79,35
18,165,55,79,49
18,170,55,79,54
18,171,55,79,55
18,185,55,138,10
18,185,55,79,69
18,186,55,138,11
18,186,55,79,70
18,249,55,138,74
18,249,55,157,55
18,249,55,79,133
18,249,55,153,59
18,249,138,79,50
18,249,157,79,31
18,249,79,153,35
18,284,55,138,109
18,284,55,243,4
18,284,55,157,90
18,284,55,79,168
18,284,55,153,94
18,284,138,157,7
18,284,138,79,85
18,284,138,153,11
18,284,157,79,66
18,284,79,153,70
18,304,55,138,129
18,304,55,243,24
18,304,55,255,12
18,304,55,157,110
18,304,55,79,188
18,304,55,153,114
18,304,138,157,27
18,304,138,79,105
18,304,138,153,31
18,304,157,79,86
18,304,157,153,12
18,304,79,153,90
18,306,55,138,131
18,306,55,243,26
18,306,55,255,14
18,306,55,157,112
18,306,55,79,190
18,306,55,153,116
18,306,138,157,29
18,306,138,79,107
18,306,138,153,33
18,306,243,79,2
18,306,157,79,88
18,306,157,153,14
18,306,79,153,92
18,315,55,138,140
18,315,55,243,35
18,315,55,255,23
18,315,55,157,121
18,315,55,79,199
18,315,55,153,125
18,315,138,157,38
18,315,138,79,116
18,315,138,153,42
18,315,243,79,11
18,315,157,79,97
18,315,157,153,23
18,315,79,153,101
18,329,55,138,154
18,329,55,243,49
18,329,55,255,37
18,329,55,157,135
18,329,55,79,213
18,329,55,153,139
18,329,138,157,52
18,329,138,79,130
18,329,138,153,56
18,329,243,79,25
18,329,255,79,13
18,329,157,79,111
18,329,157,153,37
18,329,79,153,115
18,330,55,138,155
18,330,55,243,50
18,330,55,255,38
18,330,55,157,136
18,330,55,79,214
18,330,55,153,140
18,330,138,157,53
18,330,138,79,131
18,330,138,153,57
18,330,243,79,26
18,330,255,79,14
18,330,157,79,112
18,330,157,153,38
18,330,79,153,116
18,358,55,138,183
18,358,55,243,78
18,358,55,304,17
18,358,55,255,66
18,358,55,157,164
18,358,55,79,242
18,358,55,153,168
18,358,138,157,81
18,358,138,79,159
18,358,138,153,85
18,358,243,79,54
18,358,255,79,42
18,358,157,79,140
18,358,157,153,66
18,358,79,153,144
18,359,55,138,184
18,359,55,243,79
18,359,55,304,18
18,359,55,255,67
18,359,55,157,165
18,359,55,79,243
18,359,55,153,169
18,359,138,157,82
18,359,138,79,160
18,359,138,153,86
18,359,243,79,55
18,359,255,79,43
18,359,157,79,141
18,359,157,153,67
18,359,79,153,145
18,365,55,138,190
18,365,55,243,85
18,365,55,304,24
18,365,55,255,73
18,365,55,157,171
18,365,55,79,249
18,365,55,153,175
18,365,138,243,2
18,365,138,157,88
18,365,138,79,166
18,365,138,153,92
18,365,243,79,61
18,365,255,79,49
18,365,157,79,147
18,365,157,153,73
18,365,79,153,151
18,243,157,79,25
18,243,79,153,29
18,304,157,79,86
18,304,157,153,12
18,304,79,153,90
18,255,157,79,37
18,255,79,153,41
18,351,157,79,133
18,351,157,153,59
18,351,79,153,137
20,125,55,79,11
20,129,55,79,15
20,137,55,79,23
20,151,55,79,37
20,165,55,79,51
20,170,55,79,56
20,171,55,79,57
20,185,55,138,12
20,185,55,79,71
20,186,55,138,13
20,186,55,79,72
20,249,55,138,76
20,249,55,157,57
20,249,55,79,135
20,249,55,153,61
20,249,138,79,52
20,249,157,79,33
20,249,79,153,37
20,284,55,138,111
20,284,55,243,6
20,284,55,157,92
20,284,55,79,170
20,284,55,153,96
20,284,138,157,9
20,284,138,79,87
20,284,138,153,13
20,284,157,79,68
20,284,79,153,72
20,304,55,138,131
20,304,55,243,26
20,304,55,255,14
20,304,55,157,112
20,304,55,79,190
20,304,55,153,116
20,304,138,157,29
20,304,138,79,107
20,304,138,153,33
20,304,243,79,2
20,304,157,79,88
20,304,157,153,14
20,304,79,153,92
20,306,55,138,133
20,306,55,243,28
20,306,55,255,16
20,306,55,157,114
20,306,55,79,192
20,306,55,153,118
20,306,138,157,31
20,306,138,79,109
20,306,138,153,35
20,306,243,79,4
20,306,157,79,90
20,306,157,153,16
20,306,79,153,94
20,315,55,138,142
20,315,55,243,37
20,315,55,255,25
20,315,55,157,123
20,315,55,79,201
20,315,55,153,127
20,315,138,157,40
20,315,138,79,118
20,315,138,153,44
20,315,243,79,13
20,315,255,79,1
20,315,157,79,99
20,315,157,153,25
20,315,79,153,103
20,329,55,138,156
20,329,55,243,51
20,329,55,255,39
20,329,55,157,137
20,329,55,79,215
20,329,55,153,141
20,329,138,157,54
20,329,138,79,132
20,329,138,153,58
20,329,243,79,27
20,329,255,79,15
20,329,157,79,113
20,329,157,153,39
20,329,79,153,117
20,330,55,138,157
20,330,55,243,52
20,330,55,255,40
20,330,55,157,138
20,330,55,79,216
20,330,55,153,142
20,330,138,157,55
20,330,138,79,133
20,330,138,153,59
20,330,243,79,28
20,330,255,79,16
20,330,157,79,114
20,330,157,153,40
20,330,79,153,118
20,358,55,138,185
20,358,55,243,80
20,358,55,304,19
20,358,55,255,68
20,358,55,157,166
20,358,55,79,244
20,358,55,153,170
20,358,138,157,83
20,358,138,79,161
20,358,138,153,87
20,358,243,79,56
20,358,255,79,44
20,358,157,79,142
20,358,157,153,68
20,358,79,153,146
20,359,55,138,186
20,359,55,243,81
20,359,55,304,20
20,359,55,255,69
20,359,55,157,167
20,359,55,79,245
20,359,55,153,171
20,359,138,157,84
20,359,138,79,162
20,359,138,153,88
20,359,243,79,57
20,359,255,79,45
20,359,157,79,143
20,359,157,153,69
20,359,79,153,147
20,365,55,138,192
20,365,55,243,87
20,365,55,304,26
20,365,55,255,75
20,365,55,157,173
20,365,55,79,251
20,365,55,153,177
20,365,138,243,4
20,365,138,157,90
20,365,138,79,168
20,365,138,153,94
20,365,243,79,63
20,365,304,79,2
20,365,255,79,51
20,365,157,79,149
20,365,157,153,75
20,365,79,153,153
20,243,157,79,27
20,243,79,153,31
20,304,157,79,88
20,304,157,153,14
20,304,79,153,92
20,255,157,79,39
20,255,79,153,43
20,351,157,79,135
20,351,157,153,61
20,351,79,153,139
45,94,55,79,5
45,95,55,79,6
45,125,55,79,36
45,129,55,79,40
45,137,55,79,48
45,151,55,138,3
45,151,55,79,62
45,165,55,138,17
45,165,55,79,76
45,165,55,153,2
45,170,55,138,22
45,170,55,157,3
45,170,55,79,81
45,170,55,153,7
45,171,55,138,23
45,171,55,157,4
45,171,55,79,82
45,171,55,153,8
45,185,55,138,37
45,185,55,157,18
45,185,55,79,96
45,185,55,153,22
45,185,138,79,13
45,186,55,138,38
45,186,55,157,19
45,186,55,79,97
45,186,55,153,23
45,186,138,79,14
45,249,55,138,101
45,249,55,157,82
45,249,55,79,160
45,249,55,153,86
45,249,138,79,77
45,249,138,153,3
45,249,157,79,58
45,249,79,153,62
45,284,55,138,136
45,284,55,243,31
45,284,55,255,19
45,284,55,157,117
45,284,55,79,195
45,284,55,153,121
45,284,138,157,34
45,284,138,79,112
45,284,138,153,38
45,284,243,79,7
45,284,157,79,93
45,284,157,153,19
45,284,79,153,97
45,304,55,138,156
45,304,55,243,51
45,304,55,255,39
45,304,55,157,137
45,304,55,79,215
45,304,55,153,141
45,304,138,157,54
45,304,138,79,132
45,304,138,153,58
45,304,243,79,27
45,304,255,79,15
45,304,157,79,113
45,304,157,153,39
45,304,79,153,117
45,306,55,138,158
45,306,55,243,53
45,306,55,255,41
45,306,55,157,139
45,306,55,79,217
45,306,55,153,143
45,306,138,157,56
45,306,138,79,134
45,306,138,153,60
45,306,243,79,29
45,306,255,79,17
45,306,157,79,115
45,306,157,153,41
45,306,79,153,119
45,315,55,138,167
45,315,55,243,62
45,315,55,304,1
45,315,55,255,50
45,315,55,157,148
45,315,55,79,226
45,315,55,153,152
45,315,138,157,65
45,315,138,79,143
45,315,138,153,69
45,315,243,79,38
45,315,255,79,26
45,315,157,79,124
45,315,157,153,50
45,315,79,153,128
45,329,55,138,181
45,329,55,243,76
45,329,55,304,15
45,329,55,255,64
45,329,55,157,162
45,329,55,79,240
45,329,55,153,166
45,329,138,157,79
45,329,138,79,157
45,329,138,153,83
45,329,243,79,52
45,329,255,79,40
45,329,157,79,138
45,329,157,153,64
45,329,79,153,142
45,330,55,138,182
45,330,55,243,77
45,330,55,304,16
45,330,55,255,65
45,330,55,157,163
45,330,55,79,241
45,330,55,153,167
45,330,138,157,80
45,330,138,79,158
45,330,138,153,84
45,330,243,79,53
45,330,255,79,41
45,330,157,79,139
45,330,157,153,65
45,330,79,153,143
45,358,55,138,210
45,358,55,243,105
45,358,55,304,44
45,358,55,255,93
45,358,55,157,191
45,358,55,79,269
45,358,55,153,195
45,358,138,243,22
45,358,138,255,10
45,358,138,157,108
45,358,138,79,186
45,358,138,153,112
45,358,243,157,3
45,358,243,79,81
45,358,243,153,7
45,358,304,79,20
45,358,255,79,69
45,358,157,79,167
45,358,157,153,93
45,358,79,153,171
45,359,55,138,211
45,359,55,243,106
45,359,55,304,45
45,359,55,255,94
45,359,55,157,192
45,359,55,79,270
45,359,55,153,196
45,359,138,243,23
45,359,138,255,11
45,359,138,157,109
45,359,138,79,187
45,359,138,153,113
45,359,243,157,4
45,359,243,79,82
45,359,243,153,8
45,359,304,79,21
45,359,255,79,70
45,359,157,79,168
45,359,157,153,94
45,359,79,153,172
45,365,55,138,217
45,365,55,243,112
45,365,55,304,51
45,365,55,255,100
45,365,55,351,4
45,365,55,157,198
45,365,55,79,276
45,365,55,153,202
45,365,138,243,29
45,365,138,255,17
45,365,138,157,115
45,365,138,79,193
45,365,138,153,119
45,365,243,157,10
45,365,243,79,88
45,365,243,153,14
45,365,304,79,27
45,365,255,79,76
45,365,255,153,2
45,365,157,79,174
45,365,157,153,100
45,365,79,153,178
45,243,157,79,52
45,243,79,153,56
45,304,255,79,15
45,304,157,79,113
45,304,157,153,39
45,304,79,153,117
45,255,157,79,64
45,255,79,153,68
45,351,157,79,160
45,351,157,153,86
45,351,79,153,164
46,94,55,79,6
46,95,55,79,7
46,125,55,79,37
46,129,55,79,41
46,137,55,79,49
46,151,55,138,4
46,151,55,79,63
46,165,55,138,18
46,165,55,79,77
46,165,55,153,3
46,170,55,138,23
46,170,55,157,4
46,170,55,79,82
46,170,55,153,8
46,171,55,138,24
46,171,55,157,5
46,171,55,79,83
46,171,55,153,9
46,185,55,138,38
46,185,55,157,19
46,185,55,79,97
46,185,55,153,23
46,185,138,79,14
46,186,55,138,39
46,186,55,157,20
46,186,55,79,98
46,186,55,153,24
46,186,138,79,15
46,249,55,138,102
46,249,55,157,83
46,249,55,79,161
46,249,55,153,87
46,249,138,79,78
46,249,138,153,4
46,249,157,79,59
46,249,79,153,63
46,284,55,138,137
46,284,55,243,32
46,284,55,255,20
46,284,55,157,118
46,284,55,79,196
46,284,55,153,122
46,284,138,157,35
46,284,138,79,113
46,284,138,153,39
46,284,243,79,8
46,284,157,79,94
46,284,157,153,20
46,284,79,153,98
46,304,55,138,157
46,304,55,243,52
46,304,55,255,40
46,304,55,157,138
46,304,55,79,216
46,304,55,153,142
46,304,138,157,55
46,304,138,79,133
46,304,138,153,59
46,304,243,79,28
46,304,255,79,16
46,304,157,79,114
46,304,157,153,40
46,304,79,153,118
46,306,55,138,159
46,306,55,243,54
46,306,55,255,42
46,306,55,157,140
46,306,55,79,218
46,306,55,153,144
46,306,138,157,57
46,306,138,79,135
46,306,138,153,61
46,306,243,79,30
46,306,255,79,18
46,306,157,79,116
46,306,157,153,42
46,306,79,153,120
46,315,55,138,168
46,315,55,243,63
46,315,55,304,2
46,315,55,255,51
46,315,55,157,149
46,315,55,79,227
46,315,55,153,153
46,315,138,157,66
46,315,138,79,144
46,315,138,153,70
46,315,243,79,39
46,315,255,79,27
46,315,157,79,125
46,315,157,153,51
46,315,79,153,129
46,329,55,138,182
46,329,55,243,77
46,329,55,304,16
46,329,55,255,65
46,329,55,157,163
46,329,55,79,241
46,329,55,153,167
46,329,138,157,80
46,329,138,79,158
46,329,138,153,84
46,329,243,79,53
46,329,255,79,41
46,329,157,79,139
46,329,157,153,65
46,329,79,153,143
46,330,55,138,183
46,330,55,243,78
46,330,55,304,17
46,330,55,255,66
46,330,55,157,164
46,330,55,79,242
46,330,55,153,168
46,330,138,157,81
46,330,138,79,159
46,330,138,153,85
46,330,243,79,54
46,330,255,79,42
46,330,157,79,140
46,330,157,153,66
46,330,79,153,144
46,358,55,138,211
46,358,55,243,106
46,358,55,304,45
46,358,55,255,94
46,358,55,157,192
46,358,55,79,270
46,358,55,153,196
46,358,138,243,23
46,358,138,255,11
46,358,138,157,109
46,358,138,79,187
46,358,138,153,113
46,358,243,157,4
46,358,243,79,82
46,358,243,153,8
46,358,304,79,21
46,358,255,79,70
46,358,157,79,168
46,358,157,153,94
46,358,79,153,172
46,359,55,138,212
46,359,55,243,107
46,359,55,304,46
46,359,55,255,95
46,359,55,157,193
46,359,55,79,271
46,359,55,153,197
46,359,138,243,24
46,359,138,255,12
46,359,138,157,110
46,359,138,79,188
46,359,138,153,114
46,359,243,157,5
46,359,243,79,83
46,359,243,153,9
46,359,304,79,22
46,359,255,79,71
46,359,157,79,169
46,359,157,153,95
46,359,79,153,173
46,365,55,138,218
46,365,55,243,113
46,365,55,304,52
46,365,55,255,101
46,365,55,351,5
46,365,55,157,199
46,365,55,79,277
46,365,55,153,203
46,365,138,243,30
46,365,138,255,18
46,365,138,157,116
46,365,138,79,194
46,365,138,153,120
46,365,243,157,11
46,365,243,79,89
46,365,243,153,15
46,365,304,79,28
46,365,255,79,77
46,365,255,153,3
46,365,157,79,175
46,365,157,153,101
46,365,79,153,179
46,243,157,79,53
46,243,79,153,57
46,304,255,79,16
46,304,157,79,114
46,304,157,153,40
46,304,79,153,118
46,255,157,79,65
46,255,79,153,69
46,351,157,79,161
46,351,157,153,87
46,351,79,153,165
76,94,95,55,20
76,94,55,79,36
76,95,55,79,37
76,125,129,55,17
76,125,137,55,9
76,125,55,138,8
76,125,55,79,67
76,129,137,55,13
76,129,55,138,12
76,129,55,79,71
76,137,151,55,7
76,137,55,138,20
76,137,55,157,1
76,137,55,79,79
76,137,55,153,5
76,151,165,55,7
76,151,170,55,2
76,151,171,55,1
76,151,55,138,34
76,151,55,157,15
76,151,55,79,93
76,151,55,153,19
76,151,138,79,10
76,165,170,55,16
76,165,171,55,15
76,165,185,55,1
76,165,55,138,48
76,165,55,157,29
76,165,55,79,107
76,165,55,153,33
76,165,138,79,24
76,165,157,79,5
76,165,79,153,9
76,170,171,55,20
76,170,185,55,6
76,170,186,55,5
76,170,55,138,53
76,170,55,157,34
76,170,55,79,112
76,170,55,153,38
76,170,138,79,29
76,170,157,79,10
76,170,79,153,14
76,171,185,55,7
76,171,186,55,6
76,171,55,138,54
76,171,55,157,35
76,171,55,79,113
76,171,55,153,39
76,171,138,79,30
76,171,157,79,11
76,171,79,153,15
76,185,186,55,20
76,185,55,138,68
76,185,55,157,49
76,185,55,79,127
76,185,55,153,53
76,185,138,79,44
76,185,157,79,25
76,185,79,153,29
76,186,55,138,69
76,186,55,157,50
76,186,55,79,128
76,186,55,153,54
76,186,138,79,45
76,186,157,79,26
76,186,79,153,30
76,249,55,138,132
76,249,55,243,27
76,249,55,255,15
76,249,55,157,113
76,249,55,79,191
76,249,55,153,117
76,249,138,157,30
76,249,138,79,108
76,249,138,153,34
76,249,243,79,3
76,249,157,79,89
76,249,157,153,15
76,249,79,153,93
76,284,304,55,1
76,284,55,138,167
76,284,55,243,62
76,284,55,304,1
76,284,55,255,50
76,284,55,157,148
76,284,55,79,226
76,284,55,153,152
76,284,138,157,65
76,284,138,79,143
76,284,138,153,69
76,284,243,79,38
76,284,255,79,26
76,284,157,79,124
76,284,157,153,50
76,284,79,153,128
76,304,306,55,19
76,304,315,55,10
76,304,55,138,187
76,304,55,243,82
76,304,55,304,21
76,304,55,255,70
76,304,55,157,168
76,304,55,79,246
76,304,55,153,172
76,304,138,157,85
76,304,138,79,163
76,304,138,153,89
76,304,243,79,58
76,304,255,79,46
76,304,157,79,144
76,304,157,153,70
76,304,79,153,148
76,306,315,55,12
76,306,55,138,189
76,306,55,243,84
76,306,55,304,23
76,306,55,255,72
76,306,55,157,170
76,306,55,79,248
76,306,55,153,174
76,306,138,243,1
76,306,138,157,87
76,306,138,79,165
76,306,138,153,91
76,306,243,79,60
76,306,255,79,48
76,306,157,79,146
76,306,157,153,72
76,306,79,153,150
76,315,329,55,7
76,315,330,55,6
76,315,55,138,198
76,315,55,243,93
76,315,55,304,32
76,315,55,255,81
76,315,55,157,179
76,315,55,79,257
76,315,55,153,183
76,315,138,243,10
76,315,138,157,96
76,315,138,79,174
76,315,138,153,100
76,315,243,79,69
76,315,304,79,8
76,315,255,79,57
76,315,157,79,155
76,315,157,153,81
76,315,79,153,159
76,329,330,55,20
76,329,55,138,212
76,329,55,243,107
76,329,55,304,46
76,329,55,255,95
76,329,55,157,193
76,329,55,79,271
76,329,55,153,197
76,329,138,243,24
76,329,138,255,12
76,329,138,157,110
76,329,138,79,188
76,329,138,153,114
76,329,243,157,5
76,329,243,79,83
76,329,243,153,9
76,329,304,79,22
76,329,255,79,71
76,329,157,79,169
76,329,157,153,95
76,329,79,153,173
76,330,55,138,213
76,330,55,243,108
76,330,55,304,47
76,330,55,255,96
76,330,55,157,194
76,330,55,79,272
76,330,55,153,198
76,330,138,243,25
76,330,138,255,13
76,330,138,157,111
76,330,138,79,189
76,330,138,153,115
76,330,243,157,6
76,330,243,79,84
76,330,243,153,10
76,330,304,79,23
76,330,255,79,72
76,330,157,79,170
76,330,157,153,96
76,330,79,153,174
76,358,359,55,20
76,358,365,55,14
76,358,55,138,241
76,358,55,243,136
76,358,55,304,75
76,358,55,255,124
76,358,55,351,28
76,358,55,157,222
76,358,55,79,300
76,358,55,153,226
76,358,138,243,53
76,358,138,255,41
76,358,138,157,139
76,358,138,79,217
76,358,138,153,143
76,358,243,157,34
76,358,243,79,112
76,358,243,153,38
76,358,304,79,51
76,358,255,157,22
76,358,255,79,100
76,358,255,153,26
76,358,351,79,4
76,358,157,79,198
76,358,157,153,124
76,358,79,153,202
76,359,365,55,15
76,359,55,138,242
76,359,55,243,137
76,359,55,304,76
76,359,55,255,125
76,359,55,351,29
76,359,55,157,223
76,359,55,79,301
76,359,55,153,227
76,359,138,243,54
76,359,138,255,42
76,359,138,157,140
76,359,138,79,218
76,359,138,153,144
76,359,243,157,35
76,359,243,79,113
76,359,243,153,39
76,359,304,79,52
76,359,255,157,23
76,359,255,79,101
76,359,255,153,27
76,359,351,79,5
76,359,157,79,199
76,359,157,153,125
76,359,79,153,203
76,365,55,138,248
76,365,55,243,143
76,365,55,304,82
76,365,55,255,131
76,365,55,351,35
76,365,55,157,229
76,365,55,79,307
76,365,55,153,233
76,365,138,243,60
76,365,138,255,48
76,365,138,157,146
76,365,138,79,224
76,365,138,153,150
76,365,243,157,41
76,365,243,79,119
76,365,243,153,45
76,365,304,79,58
76,365,255,157,29
76,365,255,79,107
76,365,255,153,33
76,365,351,79,11
76,365,157,79,205
76,365,157,153,131
76,365,79,153,209
76,243,157,79,83
76,243,157,153,9
76,243,79,153,87
76,304,255,79,46
76,304,157,79,144
76,304,157,153,70
76,304,79,153,148
76,255,157,79,95
76,255,157,153,21
76,255,79,153,99
76,351,157,79,191
76,351,157,153,117
76,351,79,153,195
76,157,79,153,1
94,95,125,55,9
94,95,129,55,5
94,95,55,79,55
94,125,129,55,35
94,125,129,79,11
94,125,137,55,27
94,125,137,79,3
94,125,151,55,13
94,125,55,138,26
94,125,55,157,7
94,125,55,79,85
94,125,55,153,11
94,125,138,79,2
94,129,137,55,31
94,129,137,79,7
94,129,151,55,17
94,129,165,55,3
94,129,55,138,30
94,129,55,157,11
94,129,55,79,89
94,129,55,153,15
94,129,138,79,6
94,137,151,55,25
94,137,151,79,1
94,137,165,55,11
94,137,170,55,6
94,137,171,55,5
94,137,55,138,38
94,137,55,157,19
94,137,55,79,97
94,137,55,153,23
94,137,138,79,14
94,151,165,55,25
94,151,165,79,1
94,151,170,55,20
94,151,171,55,19
94,151,185,55,5
94,151,186,55,4
94,151,55,138,52
94,151,55,157,33
94,151,55,79,111
94,151,55,153,37
94,151,138,79,28
94,151,157,79,9
94,151,79,153,13
94,165,170,55,34
94,165,170,79,10
94,165,171,55,33
94,165,171,79,9
94,165,185,55,19
94,165,186,55,18
94,165,55,138,66
94,165,55,157,47
94,165,55,79,125
94,165,55,153,51
94,165,138,79,42
94,165,157,79,23
94,165,79,153,27
94,170,171,55,38
94,170,171,79,14
94,170,185,55,24
94,170,186,55,23
94,170,55,138,71
94,170,55,157,52
94,170,55,79,130
94,170,55,153,56
94,170,138,79,47
94,170,157,79,28
94,170,79,153,32
94,171,185,55,25
94,171,185,79,1
94,171,186,55,24
94,171,55,138,72
94,171,55,157,53
94,171,55,79,131
94,171,55,153,57
94,171,138,79,48
94,171,157,79,29
94,171,79,153,33
94,185,186,55,38
94,185,186,79,14
94,185,55,138,86
94,185,55,157,67
94,185,55,79,145
94,185,55,153,71
94,185,138,79,62
94,185,157,79,43
94,185,79,153,47
94,186,55,138,87
94,186,55,157,68
94,186,55,79,146
94,186,55,153,72
94,186,138,79,63
94,186,157,79,44
94,186,79,153,48
94,249,284,55,4
94,249,55,138,150
94,249,55,243,45
94,249,55,255,33
94,249,55,157,131
94,249,55,79,209
94,249,55,153,135
94,249,138,157,48
94,249,138,79,126
94,249,138,153,52
94,249,243,79,21
94,249,255,79,9
94,249,157,79,107
94,249,157,153,33
94,249,79,153,111
94,284,304,55,19
94,284,306,55,17
94,284,315,55,8
94,284,55,138,185
94,284,55,243,80
94,284,55,304,19
94,284,55,255,68
94,284,55,157,166
94,284,55,79,244
94,284,55,153,170
94,284,138,157,83
94,284,138,79,161
94,284,138,153,87
