a,b,c,d,result
165,359,138,304,82
165,359,138,255,131
165,359,138,351,35
165,359,138,157,229
165,359,138,79,307
165,359,138,153,233
165,359,243,255,26
165,359,243,157,124
165,359,243,79,202
165,359,243,153,128
165,359,304,157,63
165,359,304,79,141
165,359,304,153,67
165,359,255,157,112
165,359,255,79,190
165,359,255,153,116
165,359,351,157,16
165,359,351,79,94
165,359,351,153,20
165,359,157,79,288
165,359,157,153,214
165,359,79,153,292
165,365,55,138,337
165,365,55,243,232
165,365,55,304,171
165,365,55,255,220
165,365,55,351,124
165,365,55,157,318
165,365,55,153,322
165,365,138,243,149
165,365,138,304,88
165,365,138,255,137
165,365,138,351,41
165,365,138,157,235
165,365,138,79,313
165,365,138,153,239
165,365,243,255,32
165,365,243,157,130
165,365,243,79,208
165,365,243,153,134
165,365,304,157,69
165,365,304,79,147
165,365,304,153,73
165,365,255,157,118
165,365,255,79,196
165,365,255,153,122
165,365,351,157,22
165,365,351,79,100
165,365,351,153,26
165,365,157,79,294
165,365,157,153,220
165,365,79,153,298
165,55,138,79,3
165,138,157,79,67
165,138,79,153,71
165,243,304,79,25
165,243,255,79,74
165,243,157,79,172
165,243,157,153,98
165,243,79,153,176
165,304,255,157,57
165,304,255,79,135
165,304,255,153,61
165,304,351,79,39
165,304,157,79,233
165,304,157,153,159
165,304,79,153,237
165,255,157,79,184
165,255,157,153,110
165,255,79,153,188
165,351,157,79,280
165,351,157,153,206
165,351,79,153,284
165,157,79,153,90
170,171,185,55,101
170,171,185,138,18
170,171,185,79,77
170,171,185,153,3
170,171,186,55,100
170,171,186,138,17
170,171,186,79,76
170,171,186,153,2
170,171,249,55,37
170,171,249,79,13
170,171,284,55,2
170,171,55,138,148
170,171,55,243,43
170,171,55,255,31
170,171,55,157,129
170,171,55,79,207
170,171,55,153,133
170,171,138,157,46
170,171,138,79,124
170,171,138,153,50
170,171,243,79,19
170,171,255,79,7
170,171,157,79,105
170,171,157,153,31
170,171,79,153,109
170,185,186,55,114
170,185,186,138,31
170,185,186,157,12
170,185,186,79,90
170,185,186,153,16
170,185,249,55,51
170,185,249,79,27
170,185,284,55,16
170,185,55,138,162
170,185,55,243,57
170,185,55,255,45
170,185,55,157,143
170,185,55,79,221
170,185,55,153,147
170,185,138,157,60
170,185,138,79,138
170,185,138,153,64
170,185,243,79,33
170,185,255,79,21
170,185,157,79,119
170,185,157,153,45
170,185,79,153,123
170,186,249,55,52
170,186,249,79,28
170,186,284,55,17
170,186,55,138,163
170,186,55,243,58
170,186,55,255,46
170,186,55,157,144
170,186,55,79,222
170,186,55,153,148
170,186,138,157,61
170,186,138,79,139
170,186,138,153,65
170,186,243,79,34
170,186,255,79,22
170,186,157,79,120
170,186,157,153,46
170,186,79,153,124
170,249,284,55,80
170,249,284,79,56
170,249,304,55,60
170,249,304,79,36
170,249,306,55,58
170,249,306,79,34
170,249,315,55,49
170,249,315,79,25
170,249,329,55,35
170,249,329,79,11
170,249,330,55,34
170,249,330,79,10
170,249,358,55,6
170,249,359,55,5
170,249,55,138,226
170,249,55,243,121
170,249,55,304,60
170,249,55,255,109
170,249,55,351,13
170,249,55,157,207
170,249,55,79,285
170,249,55,153,211
170,249,138,243,38
170,249,138,255,26
170,249,138,157,124
170,249,138,79,202
170,249,138,153,128
170,249,243,157,19
170,249,243,79,97
170,249,243,153,23
170,249,304,79,36
170,249,255,157,7
170,249,255,79,85
170,249,255,153,11
170,249,157,79,183
170,249,157,153,109
170,249,79,153,187
170,284,304,55,95
170,284,304,138,12
170,284,304,79,71
170,284,306,55,93
170,284,306,138,10
170,284,306,79,69
170,284,315,55,84
170,284,315,138,1
170,284,315,79,60
170,284,329,55,70
170,284,329,79,46
170,284,330,55,69
170,284,330,79,45
170,284,358,55,41
170,284,358,79,17
170,284,359,55,40
170,284,359,79,16
170,284,365,55,34
170,284,365,79,10
170,284,55,138,261
170,284,55,243,156
170,284,55,304,95
170,284,55,255,144
170,284,55,351,48
170,284,55,157,242
170,284,55,79,320
170,284,55,153,246
170,284,138,243,73
170,284,138,304,12
170,284,138,255,61
170,284,138,157,159
170,284,138,79,237
170,284,138,153,163
170,284,243,157,54
170,284,243,79,132
170,284,243,153,58
170,284,304,79,71
170,284,255,157,42
170,284,255,79,120
170,284,255,153,46
170,284,351,79,24
170,284,157,79,218
170,284,157,153,144
170,284,79,153,222
170,304,306,55,113
170,304,306,138,30
170,304,306,157,11
170,304,306,79,89
170,304,306,153,15
170,304,315,55,104
170,304,315,138,21
170,304,315,157,2
170,304,315,79,80
170,304,315,153,6
170,304,329,55,90
170,304,329,138,7
170,304,329,79,66
170,304,330,55,89
170,304,330,138,6
170,304,330,79,65
170,304,358,55,61
170,304,358,79,37
170,304,359,55,60
170,304,359,79,36
170,304,365,55,54
170,304,365,79,30
170,304,55,138,281
170,304,55,243,176
170,304,55,304,115
170,304,55,255,164
170,304,55,351,68
170,304,55,157,262
170,304,55,79,340
170,304,55,153,266
170,304,138,243,93
170,304,138,304,32
170,304,138,255,81
170,304,138,157,179
170,304,138,79,257
170,304,138,153,183
170,304,243,157,74
170,304,243,79,152
170,304,243,153,78
170,304,304,157,13
170,304,304,79,91
170,304,304,153,17
170,304,255,157,62
170,304,255,79,140
170,304,255,153,66
170,304,351,79,44
170,304,157,79,238
170,304,157,153,164
170,304,79,153,242
170,306,315,55,106
170,306,315,138,23
170,306,315,157,4
170,306,315,79,82
170,306,315,153,8
170,306,329,55,92
170,306,329,138,9
170,306,329,79,68
170,306,330,55,91
170,306,330,138,8
170,306,330,79,67
170,306,358,55,63
170,306,358,79,39
170,306,359,55,62
170,306,359,79,38
170,306,365,55,56
170,306,365,79,32
170,306,55,138,283
170,306,55,243,178
170,306,55,304,117
170,306,55,255,166
170,306,55,351,70
170,306,55,157,264
170,306,55,79,342
170,306,55,153,268
170,306,138,243,95
170,306,138,304,34
170,306,138,255,83
170,306,138,157,181
170,306,138,79,259
170,306,138,153,185
170,306,243,157,76
170,306,243,79,154
170,306,243,153,80
170,306,304,157,15
170,306,304,79,93
170,306,304,153,19
170,306,255,157,64
170,306,255,79,142
170,306,255,153,68
170,306,351,79,46
170,306,157,79,240
170,306,157,153,166
170,306,79,153,244
170,315,329,55,101
170,315,329,138,18
170,315,329,79,77
170,315,329,153,3
170,315,330,55,100
170,315,330,138,17
170,315,330,79,76
170,315,330,153,2
170,315,358,55,72
170,315,358,79,48
170,315,359,55,71
170,315,359,79,47
170,315,365,55,65
170,315,365,79,41
170,315,55,138,292
170,315,55,243,187
170,315,55,304,126
170,315,55,255,175
170,315,55,351,79
170,315,55,157,273
170,315,55,79,351
170,315,55,153,277
170,315,138,243,104
170,315,138,304,43
170,315,138,255,92
170,315,138,157,190
170,315,138,79,268
170,315,138,153,194
170,315,243,157,85
170,315,243,79,163
170,315,243,153,89
170,315,304,157,24
170,315,304,79,102
170,315,304,153,28
170,315,255,157,73
170,315,255,79,151
170,315,255,153,77
170,315,351,79,55
170,315,157,79,249
170,315,157,153,175
170,315,79,153,253
170,329,330,55,114
170,329,330,138,31
170,329,330,157,12
170,329,330,79,90
170,329,330,153,16
170,329,358,55,86
170,329,358,138,3
170,329,358,79,62
170,329,359,55,85
170,329,359,138,2
170,329,359,79,61
170,329,365,55,79
170,329,365,79,55
170,329,55,138,306
170,329,55,243,201
170,329,55,304,140
170,329,55,255,189
170,329,55,351,93
170,329,55,157,287
170,329,55,79,365
170,329,55,153,291
170,329,138,243,118
170,329,138,304,57
170,329,138,255,106
170,329,138,351,10
170,329,138,157,204
170,329,138,79,282
170,329,138,153,208
170,329,243,255,1
170,329,243,157,99
170,329,243,79,177
170,329,243,153,103
170,329,304,157,38
170,329,304,79,116
170,329,304,153,42
170,329,255,157,87
170,329,255,79,165
170,329,255,153,91
170,329,351,79,69
170,329,157,79,263
170,329,157,153,189
170,329,79,153,267
170,330,358,55,87
170,330,358,138,4
170,330,358,79,63
170,330,359,55,86
170,330,359,138,3
170,330,359,79,62
170,330,365,55,80
170,330,365,79,56
170,330,55,138,307
170,330,55,243,202
170,330,55,304,141
170,330,55,255,190
170,330,55,351,94
170,330,55,157,288
170,330,55,153,292
170,330,138,243,119
170,330,138,304,58
170,330,138,255,107
170,330,138,351,11
170,330,138,157,205
170,330,138,79,283
170,330,138,153,209
170,330,243,255,2
170,330,243,157,100
170,330,243,79,178
170,330,243,153,104
170,330,304,157,39
170,330,304,79,117
170,330,304,153,43
170,330,255,157,88
170,330,255,79,166
170,330,255,153,92
170,330,351,79,70
170,330,157,79,264
170,330,157,153,190
170,330,79,153,268
170,358,359,55,114
170,358,359,138,31
170,358,359,157,12
170,358,359,79,90
170,358,359,153,16
170,358,365,55,108
170,358,365,138,25
170,358,365,157,6
170,358,365,79,84
170,358,365,153,10
170,358,55,138,335
170,358,55,243,230
170,358,55,304,169
170,358,55,255,218
170,358,55,351,122
170,358,55,157,316
170,358,55,153,320
170,358,138,243,147
170,358,138,304,86
170,358,138,255,135
170,358,138,351,39
170,358,138,157,233
170,358,138,79,311
170,358,138,153,237
170,358,243,255,30
170,358,243,157,128
170,358,243,79,206
170,358,243,153,132
170,358,304,157,67
170,358,304,79,145
170,358,304,153,71
170,358,255,157,116
170,358,255,79,194
170,358,255,153,120
170,358,351,157,20
170,358,351,79,98
170,358,351,153,24
170,358,157,79,292
170,358,157,153,218
170,358,79,153,296
170,359,365,55,109
170,359,365,138,26
170,359,365,157,7
170,359,365,79,85
170,359,365,153,11
170,359,55,138,336
170,359,55,243,231
170,359,55,304,170
170,359,55,255,219
170,359,55,351,123
170,359,55,157,317
170,359,55,153,321
170,359,138,243,148
170,359,138,304,87
170,359,138,255,136
170,359,138,351,40
170,359,138,157,234
170,359,138,79,312
170,359,138,153,238
170,359,243,255,31
170,359,243,157,129
170,359,243,79,207
170,359,243,153,133
170,359,304,157,68
170,359,304,79,146
170,359,304,153,72
170,359,255,157,117
170,359,255,79,195
170,359,255,153,121
170,359,351,157,21
170,359,351,79,99
170,359,351,153,25
170,359,157,79,293
170,359,157,153,219
170,359,79,153,297
170,365,55,138,342
170,365,55,243,237
170,365,55,304,176
170,365,55,255,225
170,365,55,351,129
170,365,55,157,323
170,365,55,153,327
170,365,138,243,154
170,365,138,304,93
170,365,138,255,142
170,365,138,351,46
170,365,138,157,240
170,365,138,79,318
170,365,138,153,244
170,365,243,255,37
170,365,243,157,135
170,365,243,79,213
170,365,243,153,139
170,365,304,157,74
170,365,304,79,152
170,365,304,153,78
170,365,255,157,123
170,365,255,79,201
170,365,255,153,127
170,365,351,157,27
170,365,351,79,105
170,365,351,153,31
170,365,157,79,299
170,365,157,153,225
170,365,79,153,303
170,55,138,79,8
170,138,157,79,72
170,138,79,153,76
170,243,304,79,30
170,243,255,157,1
170,243,255,79,79
170,243,255,153,5
170,243,157,79,177
170,243,157,153,103
170,243,79,153,181
170,304,255,157,62
170,304,255,79,140
170,304,255,153,66
170,304,351,79,44
170,304,157,79,238
170,304,157,153,164
170,304,79,153,242
170,255,157,79,189
170,255,157,153,115
170,255,79,153,193
170,351,157,79,285
170,351,157,153,211
170,351,79,153,289
170,157,79,153,95
171,185,186,55,115
171,185,186,138,32
171,185,186,157,13
171,185,186,79,91
171,185,186,153,17
171,185,249,55,52
171,185,249,79,28
171,185,284,55,17
171,185,55,138,163
171,185,55,243,58
171,185,55,255,46
171,185,55,157,144
171,185,55,79,222
171,185,55,153,148
171,185,138,157,61
171,185,138,79,139
171,185,138,153,65
171,185,243,79,34
171,185,255,79,22
171,185,157,79,120
171,185,157,153,46
171,185,79,153,124
171,186,249,55,53
171,186,249,79,29
171,186,284,55,18
171,186,55,138,164
171,186,55,243,59
171,186,55,255,47
171,186,55,157,145
171,186,55,79,223
171,186,55,153,149
171,186,138,157,62
171,186,138,79,140
171,186,138,153,66
171,186,243,79,35
171,186,255,79,23
171,186,157,79,121
171,186,157,153,47
171,186,79,153,125
171,249,284,55,81
171,249,284,79,57
171,249,304,55,61
171,249,304,79,37
171,249,306,55,59
171,249,306,79,35
171,249,315,55,50
171,249,315,79,26
171,249,329,55,36
171,249,329,79,12
171,249,330,55,35
171,249,330,79,11
171,249,358,55,7
171,249,359,55,6
171,249,55,138,227
171,249,55,243,122
171,249,55,304,61
171,249,55,255,110
171,249,55,351,14
171,249,55,157,208
171,249,55,79,286
171,249,55,153,212
171,249,138,243,39
171,249,138,255,27
171,249,138,157,125
171,249,138,79,203
171,249,138,153,129
171,249,243,157,20
171,249,243,79,98
171,249,243,153,24
171,249,304,79,37
171,249,255,157,8
171,249,255,79,86
171,249,255,153,12
171,249,157,79,184
171,249,157,153,110
171,249,79,153,188
171,284,304,55,96
171,284,304,138,13
171,284,304,79,72
171,284,306,55,94
171,284,306,138,11
171,284,306,79,70
171,284,315,55,85
171,284,315,138,2
171,284,315,79,61
171,284,329,55,71
171,284,329,79,47
171,284,330,55,70
171,284,330,79,46
171,284,358,55,42
171,284,358,79,18
171,284,359,55,41
171,284,359,79,17
171,284,365,55,35
171,284,365,79,11
171,284,55,138,262
171,284,55,243,157
171,284,55,304,96
171,284,55,255,145
171,284,55,351,49
171,284,55,157,243
171,284,55,79,321
171,284,55,153,247
171,284,138,243,74
171,284,138,304,13
171,284,138,255,62
171,284,138,157,160
171,284,138,79,238
171,284,138,153,164
171,284,243,157,55
171,284,243,79,133
171,284,243,153,59
171,284,304,79,72
171,284,255,157,43
171,284,255,79,121
171,284,255,153,47
171,284,351,79,25
171,284,157,79,219
171,284,157,153,145
171,284,79,153,223
171,304,306,55,114
171,304,306,138,31
171,304,306,157,12
171,304,306,79,90
171,304,306,153,16
171,304,315,55,105
171,304,315,138,22
171,304,315,157,3
171,304,315,79,81
171,304,315,153,7
171,304,329,55,91
171,304,329,138,8
171,304,329,79,67
171,304,330,55,90
171,304,330,138,7
171,304,330,79,66
171,304,358,55,62
171,304,358,79,38
171,304,359,55,61
171,304,359,79,37
171,304,365,55,55
171,304,365,79,31
171,304,55,138,282
171,304,55,243,177
171,304,55,304,116
171,304,55,255,165
171,304,55,351,69
171,304,55,157,263
171,304,55,79,341
171,304,55,153,267
171,304,138,243,94
171,304,138,304,33
171,304,138,255,82
171,304,138,157,180
171,304,138,79,258
171,304,138,153,184
171,304,243,157,75
171,304,243,79,153
171,304,243,153,79
171,304,304,157,14
171,304,304,79,92
171,304,304,153,18
171,304,255,157,63
171,304,255,79,141
171,304,255,153,67
171,304,351,79,45
171,304,157,79,239
171,304,157,153,165
171,304,79,153,243
171,306,315,55,107
171,306,315,138,24
171,306,315,157,5
171,306,315,79,83
171,306,315,153,9
171,306,329,55,93
171,306,329,138,10
171,306,329,79,69
171,306,330,55,92
171,306,330,138,9
171,306,330,79,68
171,306,358,55,64
171,306,358,79,40
171,306,359,55,63
171,306,359,79,39
171,306,365,55,57
171,306,365,79,33
171,306,55,138,284
171,306,55,243,179
171,306,55,304,118
171,306,55,255,167
171,306,55,351,71
171,306,55,157,265
171,306,55,79,343
171,306,55,153,269
171,306,138,243,96
171,306,138,304,35
171,306,138,255,84
171,306,138,157,182
171,306,138,79,260
171,306,138,153,186
171,306,243,157,77
171,306,243,79,155
171,306,243,153,81
171,306,304,157,16
171,306,304,79,94
171,306,304,153,20
171,306,255,157,65
171,306,255,79,143
171,306,255,153,69
171,306,351,79,47
171,306,157,79,241
171,306,157,153,167
171,306,79,153,245
171,315,329,55,102
171,315,329,138,19
171,315,329,79,78
171,315,329,153,4
171,315,330,55,101
171,315,330,138,18
171,315,330,79,77
171,315,330,153,3
171,315,358,55,73
171,315,358,79,49
171,315,359,55,72
171,315,359,79,48
171,315,365,55,66
171,315,365,79,42
171,315,55,138,293
171,315,55,243,188
171,315,55,304,127
171,315,55,255,176
171,315,55,351,80
171,315,55,157,274
171,315,55,79,352
171,315,55,153,278
171,315,138,243,105
171,315,138,304,44
171,315,138,255,93
171,315,138,157,191
171,315,138,79,269
171,315,138,153,195
171,315,243,157,86
171,315,243,79,164
171,315,243,153,90
171,315,304,157,25
171,315,304,79,103
171,315,304,153,29
171,315,255,157,74
171,315,255,79,152
171,315,255,153,78
171,315,351,79,56
171,315,157,79,250
171,315,157,153,176
171,315,79,153,254
171,329,330,55,115
171,329,330,138,32
171,329,330,157,13
171,329,330,79,91
171,329,330,153,17
171,329,358,55,87
171,329,358,138,4
171,329,358,79,63
171,329,359,55,86
171,329,359,138,3
171,329,359,79,62
171,329,365,55,80
171,329,365,79,56
171,329,55,138,307
171,329,55,243,202
171,329,55,304,141
171,329,55,255,190
171,329,55,351,94
171,329,55,157,288
171,329,55,153,292
171,329,138,243,119
171,329,138,304,58
171,329,138,255,107
171,329,138,351,11
171,329,138,157,205
171,329,138,79,283
171,329,138,153,209
171,329,243,255,2
171,329,243,157,100
171,329,243,79,178
171,329,243,153,104
171,329,304,157,39
171,329,304,79,117
171,329,304,153,43
171,329,255,157,88
171,329,255,79,166
171,329,255,153,92
171,329,351,79,70
171,329,157,79,264
171,329,157,153,190
171,329,79,153,268
171,330,358,55,88
171,330,358,138,5
171,330,358,79,64
171,330,359,55,87
171,330,359,138,4
171,330,359,79,63
171,330,365,55,81
171,330,365,79,57
171,330,55,138,308
171,330,55,243,203
171,330,55,304,142
171,330,55,255,191
171,330,55,351,95
171,330,55,157,289
171,330,55,153,293
171,330,138,243,120
171,330,138,304,59
171,330,138,255,108
171,330,138,351,12
171,330,138,157,206
171,330,138,79,284
171,330,138,153,210
171,330,243,255,3
171,330,243,157,101
171,330,243,79,179
171,330,243,153,105
171,330,304,157,40
171,330,304,79,118
171,330,304,153,44
171,330,255,157,89
171,330,255,79,167
171,330,255,153,93
171,330,351,79,71
171,330,157,79,265
171,330,157,153,191
171,330,79,153,269
171,358,359,55,115
171,358,359,138,32
171,358,359,157,13
171,358,359,79,91
171,358,359,153,17
171,358,365,55,109
171,358,365,138,26
171,358,365,157,7
171,358,365,79,85
171,358,365,153,11
171,358,55,138,336
171,358,55,243,231
171,358,55,304,170
171,358,55,255,219
171,358,55,351,123
171,358,55,157,317
171,358,55,153,321
171,358,138,243,148
171,358,138,304,87
171,358,138,255,136
171,358,138,351,40
171,358,138,157,234
171,358,138,79,312
171,358,138,153,238
171,358,243,255,31
171,358,243,157,129
171,358,243,79,207
171,358,243,153,133
171,358,304,157,68
171,358,304,79,146
171,358,304,153,72
171,358,255,157,117
171,358,255,79,195
171,358,255,153,121
171,358,351,157,21
171,358,351,79,99
171,358,351,153,25
171,358,157,79,293
171,358,157,153,219
171,358,79,153,297
171,359,365,55,110
171,359,365,138,27
171,359,365,157,8
171,359,365,79,86
171,359,365,153,12
171,359,55,138,337
171,359,55,243,232
171,359,55,304,171
171,359,55,255,220
171,359,55,351,124
171,359,55,157,318
171,359,55,153,322
171,359,138,243,149
171,359,138,304,88
171,359,138,255,137
171,359,138,351,41
171,359,138,157,235
171,359,138,79,313
171,359,138,153,239
171,359,243,255,32
171,359,243,157,130
171,359,243,79,208
171,359,243,153,134
171,359,304,157,69
171,359,304,79,147
171,359,304,153,73
171,359,255,157,118
171,359,255,79,196
171,359,255,153,122
171,359,351,157,22
171,359,351,79,100
171,359,351,153,26
171,359,157,79,294
171,359,157,153,220
171,359,79,153,298
171,365,55,138,343
171,365,55,243,238
171,365,55,304,177
171,365,55,255,226
171,365,55,351,130
171,365,55,157,324
171,365,55,153,328
171,365,138,243,155
171,365,138,304,94
171,365,138,255,143
171,365,138,351,47
171,365,138,157,241
171,365,138,79,319
171,365,138,153,245
171,365,243,255,38
171,365,243,157,136
171,365,243,79,214
171,365,243,153,140
171,365,304,157,75
171,365,304,79,153
171,365,304,153,79
171,365,255,157,124
171,365,255,79,202
171,365,255,153,128
171,365,351,157,28
171,365,351,79,106
171,365,351,153,32
171,365,157,79,300
171,365,157,153,226
171,365,79,153,304
171,55,138,79,9
171,138,157,79,73
171,138,79,153,77
171,243,304,79,31
171,243,255,157,2
171,243,255,79,80
171,243,255,153,6
171,243,157,79,178
171,243,157,153,104
171,243,79,153,182
171,304,255,157,63
171,304,255,79,141
171,304,255,153,67
171,304,351,79,45
171,304,157,79,239
171,304,157,153,165
171,304,79,153,243
171,255,157,79,190
171,255,157,153,116
171,255,79,153,194
171,351,157,79,286
171,351,157,153,212
171,351,79,153,290
171,157,79,153,96
185,186,249,55,67
185,186,249,79,43
185,186,284,55,32
185,186,284,79,8
185,186,304,55,12
185,186,306,55,10
185,186,315,55,1
185,186,55,138,178
185,186,55,243,73
185,186,55,304,12
185,186,55,255,61
185,186,55,157,159
185,186,55,79,237
185,186,55,153,163
185,186,138,157,76
185,186,138,79,154
185,186,138,153,80
185,186,243,79,49
185,186,255,79,37
185,186,157,79,135
185,186,157,153,61
185,186,79,153,139
185,249,284,55,95
185,249,284,138,12
185,249,284,79,71
185,249,304,55,75
185,249,304,79,51
185,249,306,55,73
185,249,306,79,49
185,249,315,55,64
185,249,315,79,40
185,249,329,55,50
185,249,329,79,26
185,249,330,55,49
185,249,330,79,25
185,249,358,55,21
185,249,359,55,20
185,249,365,55,14
185,249,55,138,241
185,249,55,243,136
185,249,55,304,75
185,249,55,255,124
185,249,55,351,28
185,249,55,157,222
185,249,55,79,300
185,249,55,153,226
185,249,138,243,53
185,249,138,255,41
185,249,138,157,139
185,249,138,79,217
185,249,138,153,143
185,249,243,157,34
185,249,243,79,112
185,249,243,153,38
185,249,304,79,51
185,249,255,157,22
185,249,255,79,100
185,249,255,153,26
185,249,351,79,4
185,249,157,79,198
185,249,157,153,124
185,249,79,153,202
185,284,304,55,110
185,284,304,138,27
185,284,304,157,8
185,284,304,79,86
185,284,304,153,12
185,284,306,55,108
185,284,306,138,25
185,284,306,157,6
185,284,306,79,84
185,284,306,153,10
185,284,315,55,99
185,284,315,138,16
185,284,315,79,75
185,284,315,153,1
185,284,329,55,85
185,284,329,138,2
185,284,329,79,61
185,284,330,55,84
185,284,330,138,1
185,284,330,79,60
185,284,358,55,56
185,284,358,79,32
185,284,359,55,55
185,284,359,79,31
185,284,365,55,49
185,284,365,79,25
185,284,55,138,276
185,284,55,243,171
185,284,55,304,110
185,284,55,255,159
185,284,55,351,63
185,284,55,157,257
185,284,55,79,335
185,284,55,153,261
185,284,138,243,88
185,284,138,304,27
185,284,138,255,76
185,284,138,157,174
185,284,138,79,252
185,284,138,153,178
185,284,243,157,69
185,284,243,79,147
185,284,243,153,73
185,284,304,157,8
185,284,304,79,86
185,284,304,153,12
185,284,255,157,57
185,284,255,79,135
185,284,255,153,61
185,284,351,79,39
185,284,157,79,233
185,284,157,153,159
185,284,79,153,237
185,304,306,55,128
185,304,306,138,45
185,304,306,157,26
185,304,306,79,104
185,304,306,153,30
185,304,315,55,119
185,304,315,138,36
185,304,315,157,17
185,304,315,79,95
185,304,315,153,21
185,304,329,55,105
185,304,329,138,22
185,304,329,157,3
185,304,329,79,81
185,304,329,153,7
185,304,330,55,104
185,304,330,138,21
185,304,330,157,2
185,304,330,79,80
185,304,330,153,6
185,304,358,55,76
185,304,358,79,52
185,304,359,55,75
185,304,359,79,51
185,304,365,55,69
185,304,365,79,45
185,304,55,138,296
185,304,55,243,191
185,304,55,304,130
185,304,55,255,179
185,304,55,351,83
185,304,55,157,277
185,304,55,79,355
185,304,55,153,281
185,304,138,243,108
185,304,138,304,47
185,304,138,255,96
185,304,138,157,194
185,304,138,79,272
185,304,138,153,198
185,304,243,157,89
185,304,243,79,167
185,304,243,153,93
185,304,304,157,28
185,304,304,79,106
185,304,304,153,32
185,304,255,157,77
185,304,255,79,155
185,304,255,153,81
185,304,351,79,59
185,304,157,79,253
185,304,157,153,179
185,304,79,153,257
185,306,315,55,121
185,306,315,138,38
185,306,315,157,19
185,306,315,79,97
185,306,315,153,23
185,306,329,55,107
185,306,329,138,24
185,306,329,157,5
185,306,329,79,83
185,306,329,153,9
185,306,330,55,106
185,306,330,138,23
185,306,330,157,4
185,306,330,79,82
185,306,330,153,8
185,306,358,55,78
185,306,358,79,54
185,306,359,55,77
185,306,359,79,53
185,306,365,55,71
185,306,365,79,47
185,306,55,138,298
185,306,55,243,193
185,306,55,304,132
185,306,55,255,181
185,306,55,351,85
185,306,55,157,279
185,306,55,79,357
185,306,55,153,283
185,306,138,243,110
185,306,138,304,49
185,306,138,255,98
185,306,138,351,2
185,306,138,157,196
185,306,138,79,274
185,306,138,153,200
185,306,243,157,91
185,306,243,79,169
185,306,243,153,95
185,306,304,157,30
185,306,304,79,108
185,306,304,153,34
185,306,255,157,79
185,306,255,79,157
185,306,255,153,83
185,306,351,79,61
185,306,157,79,255
185,306,157,153,181
185,306,79,153,259
185,315,329,55,116
185,315,329,138,33
185,315,329,157,14
185,315,329,79,92
185,315,329,153,18
185,315,330,55,115
185,315,330,138,32
185,315,330,157,13
185,315,330,79,91
185,315,330,153,17
185,315,358,55,87
185,315,358,138,4
185,315,358,79,63
185,315,359,55,86
185,315,359,138,3
185,315,359,79,62
185,315,365,55,80
185,315,365,79,56
185,315,55,138,307
185,315,55,243,202
185,315,55,304,141
185,315,55,255,190
185,315,55,351,94
185,315,55,157,288
185,315,55,153,292
185,315,138,243,119
185,315,138,304,58
185,315,138,255,107
185,315,138,351,11
185,315,138,157,205
185,315,138,79,283
185,315,138,153,209
185,315,243,255,2
185,315,243,157,100
185,315,243,79,178
185,315,243,153,104
185,315,304,157,39
185,315,304,79,117
185,315,304,153,43
185,315,255,157,88
185,315,255,79,166
185,315,255,153,92
185,315,351,79,70
185,315,157,79,264
185,315,157,153,190
185,315,79,153,268
185,329,330,55,129
185,329,330,138,46
185,329,330,157,27
185,329,330,79,105
185,329,330,153,31
185,329,358,55,101
185,329,358,138,18
185,329,358,79,77
185,329,358,153,3
185,329,359,55,100
185,329,359,138,17
185,329,359,79,76
185,329,359,153,2
185,329,365,55,94
185,329,365,138,11
185,329,365,79,70
185,329,55,138,321
185,329,55,243,216
185,329,55,304,155
185,329,55,255,204
185,329,55,351,108
185,329,55,157,302
185,329,55,153,306
185,329,138,243,133
185,329,138,304,72
185,329,138,255,121
185,329,138,351,25
185,329,138,157,219
185,329,138,79,297
185,329,138,153,223
185,329,243,255,16
185,329,243,157,114
185,329,243,79,192
185,329,243,153,118
185,329,304,157,53
185,329,304,79,131
185,329,304,153,57
185,329,255,157,102
185,329,255,79,180
185,329,255,153,106
185,329,351,157,6
185,329,351,79,84
185,329,351,153,10
185,329,157,79,278
185,329,157,153,204
185,329,79,153,282
185,330,358,55,102
185,330,358,138,19
185,330,358,79,78
185,330,358,153,4
185,330,359,55,101
185,330,359,138,18
185,330,359,79,77
185,330,359,153,3
185,330,365,55,95
185,330,365,138,12
185,330,365,79,71
185,330,55,138,322
185,330,55,243,217
185,330,55,304,156
185,330,55,255,205
185,330,55,351,109
185,330,55,157,303
185,330,55,153,307
185,330,138,243,134
185,330,138,304,73
185,330,138,255,122
185,330,138,351,26
185,330,138,157,220
185,330,138,79,298
185,330,138,153,224
185,330,243,255,17
185,330,243,157,115
185,330,243,79,193
185,330,243,153,119
185,330,304,157,54
185,330,304,79,132
185,330,304,153,58
185,330,255,157,103
185,330,255,79,181
185,330,255,153,107
185,330,351,157,7
185,330,351,79,85
185,330,351,153,11
185,330,157,79,279
185,330,157,153,205
185,330,79,153,283
185,358,359,55,129
185,358,359,138,46
185,358,359,157,27
185,358,359,79,105
185,358,359,153,31
185,358,365,55,123
185,358,365,138,40
185,358,365,157,21
185,358,365,79,99
185,358,365,153,25
185,358,55,138,350
185,358,55,243,245
185,358,55,304,184
185,358,55,255,233
185,358,55,351,137
185,358,55,157,331
185,358,55,153,335
185,358,138,243,162
185,358,138,304,101
185,358,138,255,150
185,358,138,351,54
185,358,138,157,248
185,358,138,79,326
185,358,138,153,252
185,358,243,255,45
185,358,243,157,143
185,358,243,79,221
185,358,243,153,147
185,358,304,157,82
